equipment_usage_id,time_id,date,day,day_name,month,year,site_name,region,latitude,longitude,equipment_name,equipment_type,manufacture,model,capacity,purchase_date,operating_hours,downtime_hours,fuel_consumption,maintenance_cost,created_at,created_by
892,20250720,2025-07-20,20,Sunday,7,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,353,16,2026,851327,2025-07-20 08:00:00,IoT
893,20250721,2025-07-21,21,Monday,7,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,313,9,1650,645129,2025-07-21 08:00:00,IoT
894,20250721,2025-07-21,21,Monday,7,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,282,15,1233,594620,2025-07-21 08:00:00,IoT
895,20250722,2025-07-22,22,Tuesday,7,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,310,20,1439,617324,2025-07-22 08:00:00,IoT
896,20250723,2025-07-23,23,Wednesday,7,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,257,12,1302,398760,2025-07-23 08:00:00,IoT
897,20250723,2025-07-23,23,Wednesday,7,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,332,20,1477,659338,2025-07-23 08:00:00,IoT
898,20250724,2025-07-24,24,Thursday,7,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,261,12,1500,680752,2025-07-24 08:00:00,IoT
899,20250725,2025-07-25,25,Friday,7,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,277,18,1447,618710,2025-07-25 08:00:00,IoT
900,20250725,2025-07-25,25,Friday,7,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,331,11,1814,762576,2025-07-25 08:00:00,IoT
901,20250726,2025-07-26,26,Saturday,7,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,286,16,1497,475956,2025-07-26 08:00:00,IoT
902,20250726,2025-07-26,26,Saturday,7,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,360,19,2155,762696,2025-07-26 08:00:00,IoT
903,20250727,2025-07-27,27,Sunday,7,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,334,4,1466,585378,2025-07-27 08:00:00,IoT
904,20250728,2025-07-28,28,Monday,7,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,326,4,1369,587372,2025-07-28 08:00:00,IoT
905,20250728,2025-07-28,28,Monday,7,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,310,12,1482,425540,2025-07-28 08:00:00,IoT
906,20250729,2025-07-29,29,Tuesday,7,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,312,6,1449,596074,2025-07-29 08:00:00,IoT
907,20250730,2025-07-30,30,Wednesday,7,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,281,12,1361,566746,2025-07-30 08:00:00,IoT
908,20250730,2025-07-30,30,Wednesday,7,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,346,14,1849,980190,2025-07-30 08:00:00,IoT
909,20250731,2025-07-31,31,Thursday,7,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,288,18,1532,647543,2025-07-31 08:00:00,IoT
910,20250801,2025-08-01,1,Friday,8,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,266,10,1555,681031,2025-08-01 08:00:00,IoT
911,20250801,2025-08-01,1,Friday,8,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,307,25,1472,536789,2025-08-01 08:00:00,IoT
912,20250802,2025-08-02,2,Saturday,8,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,299,3,1339,461113,2025-08-02 08:00:00,IoT
913,20250802,2025-08-02,2,Saturday,8,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,344,22,1785,622883,2025-08-02 08:00:00,IoT
914,20250803,2025-08-03,3,Sunday,8,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,305,6,1577,615078,2025-08-03 08:00:00,IoT
915,20250804,2025-08-04,4,Monday,8,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,318,7,2152,818790,2025-08-04 08:00:00,IoT
916,20250804,2025-08-04,4,Monday,8,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,307,3,1576,558574,2025-08-04 08:00:00,IoT
917,20250805,2025-08-05,5,Tuesday,8,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,272,24,1400,456527,2025-08-05 08:00:00,IoT
918,20250806,2025-08-06,6,Wednesday,8,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,310,5,1430,632651,2025-08-06 08:00:00,IoT
919,20250806,2025-08-06,6,Wednesday,8,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,328,9,1424,564903,2025-08-06 08:00:00,IoT
920,20250807,2025-08-07,7,Thursday,8,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,302,7,1589,615340,2025-08-07 08:00:00,IoT
921,20250808,2025-08-08,8,Friday,8,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,360,8,1896,732366,2025-08-08 08:00:00,IoT
922,20250808,2025-08-08,8,Friday,8,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,330,6,2058,998967,2025-08-08 08:00:00,IoT
923,20250809,2025-08-09,9,Saturday,8,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,313,8,1455,600426,2025-08-09 08:00:00,IoT
924,20250809,2025-08-09,9,Saturday,8,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,326,25,1425,612205,2025-08-09 08:00:00,IoT
925,20250810,2025-08-10,10,Sunday,8,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,323,14,2025,756268,2025-08-10 08:00:00,IoT
926,20250811,2025-08-11,11,Monday,8,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,292,13,1558,813688,2025-08-11 08:00:00,IoT
927,20250811,2025-08-11,11,Monday,8,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,313,14,1434,759950,2025-08-11 08:00:00,IoT
928,20250812,2025-08-12,12,Tuesday,8,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,245,6,1242,436013,2025-08-12 08:00:00,IoT
929,20250813,2025-08-13,13,Wednesday,8,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,308,20,1459,632760,2025-08-13 08:00:00,IoT
930,20250813,2025-08-13,13,Wednesday,8,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,282,14,1335,649391,2025-08-13 08:00:00,IoT
931,20250814,2025-08-14,14,Thursday,8,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,362,17,2144,755140,2025-08-14 08:00:00,IoT
932,20250814,2025-08-14,14,Thursday,8,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,310,15,1861,775165,2025-08-14 08:00:00,IoT
933,20250815,2025-08-15,15,Friday,8,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,327,9,1443,533926,2025-08-15 08:00:00,IoT
934,20250816,2025-08-16,16,Saturday,8,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,291,18,1262,411045,2025-08-16 08:00:00,IoT
935,20250816,2025-08-16,16,Saturday,8,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,274,24,1404,443348,2025-08-16 08:00:00,IoT
936,20250817,2025-08-17,17,Sunday,8,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,302,17,1442,477266,2025-08-17 08:00:00,IoT
937,20250818,2025-08-18,18,Monday,8,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,331,7,1854,671017,2025-08-18 08:00:00,IoT
938,20250818,2025-08-18,18,Monday,8,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,306,3,1834,961166,2025-08-18 08:00:00,IoT
939,20250819,2025-08-19,19,Tuesday,8,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,281,22,1278,429364,2025-08-19 08:00:00,IoT
940,20250820,2025-08-20,20,Wednesday,8,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,366,17,2192,958048,2025-08-20 08:00:00,IoT
941,20250820,2025-08-20,20,Wednesday,8,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,363,20,2051,964657,2025-08-20 08:00:00,IoT
942,20250821,2025-08-21,21,Thursday,8,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,242,15,1216,462828,2025-08-21 08:00:00,IoT
943,20250821,2025-08-21,21,Thursday,8,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,298,8,1535,418864,2025-08-21 08:00:00,IoT
944,20250822,2025-08-22,22,Friday,8,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,356,7,1684,807676,2025-08-22 08:00:00,IoT
945,20250823,2025-08-23,23,Saturday,8,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,301,18,1356,698243,2025-08-23 08:00:00,IoT
946,20250823,2025-08-23,23,Saturday,8,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,369,20,2092,946320,2025-08-23 08:00:00,IoT
947,20250824,2025-08-24,24,Sunday,8,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,247,21,1400,419046,2025-08-24 08:00:00,IoT
948,20250825,2025-08-25,25,Monday,8,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,345,4,2192,849127,2025-08-25 08:00:00,IoT
949,20250825,2025-08-25,25,Monday,8,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,288,21,1493,682911,2025-08-25 08:00:00,IoT
950,20250826,2025-08-26,26,Tuesday,8,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,324,14,1649,774472,2025-08-26 08:00:00,IoT
951,20250827,2025-08-27,27,Wednesday,8,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,322,23,1462,629821,2025-08-27 08:00:00,IoT
952,20250827,2025-08-27,27,Wednesday,8,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,338,6,1576,534340,2025-08-27 08:00:00,IoT
953,20250828,2025-08-28,28,Thursday,8,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,314,24,1483,519596,2025-08-28 08:00:00,IoT
954,20250828,2025-08-28,28,Thursday,8,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,305,25,1415,419892,2025-08-28 08:00:00,IoT
955,20250829,2025-08-29,29,Friday,8,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,300,13,1496,799029,2025-08-29 08:00:00,IoT
956,20250830,2025-08-30,30,Saturday,8,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,276,19,1405,576143,2025-08-30 08:00:00,IoT
957,20250830,2025-08-30,30,Saturday,8,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,310,9,1753,740491,2025-08-30 08:00:00,IoT
958,20250831,2025-08-31,31,Sunday,8,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,333,11,1537,612239,2025-08-31 08:00:00,IoT
959,20250901,2025-09-01,1,Monday,9,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,291,5,1315,513727,2025-09-01 08:00:00,IoT
960,20250901,2025-09-01,1,Monday,9,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,317,21,1486,643321,2025-09-01 08:00:00,IoT
961,20250902,2025-09-02,2,Tuesday,9,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,297,5,1407,582093,2025-09-02 08:00:00,IoT
962,20250903,2025-09-03,3,Wednesday,9,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,278,13,1421,523921,2025-09-03 08:00:00,IoT
963,20250903,2025-09-03,3,Wednesday,9,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,286,20,1563,637622,2025-09-03 08:00:00,IoT
964,20250904,2025-09-04,4,Thursday,9,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,366,24,1895,961726,2025-09-04 08:00:00,IoT
965,20250904,2025-09-04,4,Thursday,9,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,287,23,1572,627396,2025-09-04 08:00:00,IoT
966,20250905,2025-09-05,5,Friday,9,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,283,7,1618,677460,2025-09-05 08:00:00,IoT
967,20250906,2025-09-06,6,Saturday,9,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,354,5,1822,765094,2025-09-06 08:00:00,IoT
968,20250906,2025-09-06,6,Saturday,9,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,287,24,1446,484192,2025-09-06 08:00:00,IoT
969,20250907,2025-09-07,7,Sunday,9,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,285,3,1358,478623,2025-09-07 08:00:00,IoT
970,20250908,2025-09-08,8,Monday,9,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,301,23,1586,628659,2025-09-08 08:00:00,IoT
971,20250908,2025-09-08,8,Monday,9,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,270,11,1569,671528,2025-09-08 08:00:00,IoT
972,20250909,2025-09-09,9,Tuesday,9,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,370,18,1890,722141,2025-09-09 08:00:00,IoT
973,20250910,2025-09-10,10,Wednesday,9,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,335,12,1421,664576,2025-09-10 08:00:00,IoT
974,20250910,2025-09-10,10,Wednesday,9,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,327,7,1486,447346,2025-09-10 08:00:00,IoT
975,20250911,2025-09-11,11,Thursday,9,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,304,21,1261,486828,2025-09-11 08:00:00,IoT
976,20250911,2025-09-11,11,Thursday,9,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,331,6,1646,674820,2025-09-11 08:00:00,IoT
977,20250912,2025-09-12,12,Friday,9,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,353,10,1899,754446,2025-09-12 08:00:00,IoT
978,20250913,2025-09-13,13,Saturday,9,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,269,11,1527,691831,2025-09-13 08:00:00,IoT
979,20250913,2025-09-13,13,Saturday,9,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,355,14,1628,807089,2025-09-13 08:00:00,IoT
980,20250914,2025-09-14,14,Sunday,9,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,334,10,1816,798960,2025-09-14 08:00:00,IoT
981,20250915,2025-09-15,15,Monday,9,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,330,23,1788,711570,2025-09-15 08:00:00,IoT
982,20250915,2025-09-15,15,Monday,9,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,333,24,1589,528664,2025-09-15 08:00:00,IoT
983,20250916,2025-09-16,16,Tuesday,9,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,289,14,1358,517496,2025-09-16 08:00:00,IoT
984,20250917,2025-09-17,17,Wednesday,9,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,314,3,1460,731946,2025-09-17 08:00:00,IoT
985,20250917,2025-09-17,17,Wednesday,9,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,319,9,1646,673449,2025-09-17 08:00:00,IoT
986,20250918,2025-09-18,18,Thursday,9,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,310,4,1462,613012,2025-09-18 08:00:00,IoT
987,20250918,2025-09-18,18,Thursday,9,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,300,16,1511,574442,2025-09-18 08:00:00,IoT
988,20250919,2025-09-19,19,Friday,9,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,304,14,1566,865465,2025-09-19 08:00:00,IoT
989,20250920,2025-09-20,20,Saturday,9,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,370,25,2177,871320,2025-09-20 08:00:00,IoT
990,20250920,2025-09-20,20,Saturday,9,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,323,23,2122,932471,2025-09-20 08:00:00,IoT
991,20250921,2025-09-21,21,Sunday,9,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,282,5,1456,564480,2025-09-21 08:00:00,IoT
992,20250922,2025-09-22,22,Monday,9,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,293,24,1682,668206,2025-09-22 08:00:00,IoT
993,20250922,2025-09-22,22,Monday,9,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,300,24,1368,536671,2025-09-22 08:00:00,IoT
994,20250923,2025-09-23,23,Tuesday,9,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,312,8,1643,767315,2025-09-23 08:00:00,IoT
995,20250924,2025-09-24,24,Wednesday,9,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,268,20,1210,598541,2025-09-24 08:00:00,IoT
996,20250924,2025-09-24,24,Wednesday,9,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2022-01-02,329,11,1845,942443,2025-09-24 08:00:00,IoT
997,20250925,2025-09-25,25,Thursday,9,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,305,11,1558,724868,2025-09-25 08:00:00,IoT
998,20250925,2025-09-25,25,Thursday,9,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,310,25,1890,611525,2025-09-25 08:00:00,IoT
999,20250926,2025-09-26,26,Friday,9,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,322,25,1553,462134,2025-09-26 08:00:00,IoT
1000,20250927,2025-09-27,27,Saturday,9,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,318,16,1853,750316,2025-09-27 08:00:00,IoT
1001,20250927,2025-09-27,27,Saturday,9,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,267,9,1344,540502,2025-09-27 08:00:00,IoT
1002,20250928,2025-09-28,28,Sunday,9,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,320,11,1374,415085,2025-09-28 08:00:00,IoT
1003,20250929,2025-09-29,29,Monday,9,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,328,24,1427,593796,2025-09-29 08:00:00,IoT
1004,20250929,2025-09-29,29,Monday,9,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,280,25,1520,569837,2025-09-29 08:00:00,IoT
1005,20250930,2025-09-30,30,Tuesday,9,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2022-01-12,305,22,1598,821926,2025-09-30 08:00:00,IoT
1006,20251001,2025-10-01,1,Wednesday,10,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,315,10,1415,527322,2025-10-01 08:00:00,IoT
1007,20251001,2025-10-01,1,Wednesday,10,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2022-01-05,245,22,1202,416494,2025-10-01 08:00:00,IoT
1008,20251002,2025-10-02,2,Thursday,10,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-02,312,4,1489,469330,2025-10-02 08:00:00,IoT
1009,20251002,2025-10-02,2,Thursday,10,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,310,17,1857,808390,2025-10-02 08:00:00,IoT
1010,20251003,2025-10-03,3,Friday,10,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,345,11,1871,776979,2025-10-03 08:00:00,IoT
1011,20251004,2025-10-04,4,Saturday,10,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2022-01-01,288,14,1527,647325,2025-10-04 08:00:00,IoT
1012,20251004,2025-10-04,4,Saturday,10,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2022-01-03,357,13,1734,688285,2025-10-04 08:00:00,IoT
